Product Name,Salt Composition,M.R.P.,Company
TAZPURE LN 40MG TAB 1*15,Telmisartan + Cilnidipine,224.00,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TAZPURE LN 80MG TAB 1*10,Telmisartan + Cilnidipine,196.87,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TAZPURE CH 40MG TAB 1*15,Telmisartan + Chlorthalidone,215.53,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TAZPURE TRIO TAB 1*15,Telmisartan + Amlodipine + Hydrochlorothiazide,258.00,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TEGNECT 20MG TAB 1*10,Teneligliptin,112.50,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TEGNECT-M TAB 1*10,Teneligliptin + Metformin,140.63,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TRIGLIMPURE 1MG TAB 1*10,Glimepiride,120.00,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
TRIGLIMPURE 2MG TAB 1*10,Glimepiride,153.65,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
A2 BEST POWDER 200GM,Protein + Multivitamins + Minerals,435.13,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
SOLPURE C TAB 1*10,Calcium + Vitamin D3,156.60,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
SOLPURE TAB 1*15'S,Solifenacin,112.50,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
VELBIE TAB 1*10,Vitamin B Complex,126.56,ARRIENT HEALTHCARE (ARRIENT)PRIVATE  LIM
ROZPURE-CV CAP 10'S,Rosuvastatin + Clopidogrel,158.43,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK MT-50MG TAB 10'S,Metoprolol,139.68,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK MT-25MG TAB 10'S,Metoprolol,115.08,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
SOLPURE 60K NANO 1*5ML,Cholecalciferol (Vitamin D3),65.62,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK M-25MG TAB 10'S,Metoprolol,126.56,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK M-50MG TAB 10'S,Metoprolol,135.94,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY MV 40.2MG TAB 10'S,Telmisartan + Voglibose,159.38,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY MV 40.3MG TAB 10'S,Telmisartan + Voglibose,164.06,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY MV 80.2MG TAB 10'S,Telmisartan + Voglibose,164.06,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY MV 80.3MG TAB 10'S,Telmisartan + Voglibose,168.75,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK TRIO TAB 10'S,Telmisartan + Amlodipine + Hydrochlorothiazide,180.46,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BISOWEL-AM TAB 10'S,Bisoprolol + Amlodipine,92.81,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE-40MG TAB 1*10'S,Rosuvastatin,234.38,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
PEMGA-25MG TAB 10'S,Pregabalin,129.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
SOLPURE 60K TAB 1*4,"Cholecalciferol (Vitamin D3) 60,000 IU",93.75,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BISOWEL 2.5 TAB 1*10,Bisoprolol,55.31,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BISOWEL 5MG TAB 1*10,Bisoprolol,83.44,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY M 30 TAB 1*10,Telmisartan + Metoprolol,64.68,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY M 40 TAB 1*10,Telmisartan + Metoprolol,84.37,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY M 60 TAB 1*15,Telmisartan + Metoprolol,205.31,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY M 80 TAB 1*10,Telmisartan + Metoprolol,61.26,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY TOTAL 30 TAB 1*10,Telmisartan + Metoprolol + Amlodipine,96.40,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
BYTEY TOTAL 60 TAB 1*15,Telmisartan + Metoprolol + Amlodipine,224.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK 10 TAB 1*15'S,Cilnidipine,180.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK 20 TAB 1*10,Cilnidipine,163.96,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK BETA 2.5 TAB 1*10,Cilnidipine + Metoprolol,122.71,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
CABLOK BETA 5 TAB 1*10,Cilnidipine + Metoprolol,163.12,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ETZIC PLUS 10MG TAB 1*10,Escitalopram + Clonazepam,175.31,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE 10MG TAB 1*15,Rosuvastatin,247.50,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE 20MG TAB 1*10,Rosuvastatin,182.81,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE 5MG TAB 1*10,Rosuvastatin,101.25,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE F TAB 1*10,Rosuvastatin + Fenofibrate,196.87,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE GOLD 10 TAB 1*10,Rosuvastatin + Aspirin + Clopidogrel,201.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROZPURE GOLD 20MG TAB 1*10,Rosuvastatin + Aspirin + Clopidogrel,275.81,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
TORUTIC 10MG TAB 1*10,Torasemide,91.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
TORUTIC 20MG TAB 1*10,Torsemide,92.81,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
TORUTIC PLUS TAB 1*15'S,Torasemide + Spironolactone,205.20,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
VIGLIDA M FORTE 1*10,Vildagliptin + Metformin,123.75,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
VIGLIDA-50 TAB 1*10,Vildagliptin,158.43,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
VIGLIDA M TAB 1*15,Vildagliptin + Metformin,180.93,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
APIPURE TAB 1*10,Apixaban,129.05,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
MAXPURE TAB 1*15'S,Mirabegron,265.78,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
FERIENT TAB 1*10,Ferrous Ascorbate + Folic Acid,168.50,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ETZIC PLUS 5MG TAB 1*10,Escitalopram + Clonazepam,92.81,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ROGNIT TAB 2.6MG 30'S,Nitroglycerin,196.88,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
ETZIC-E TAB 10'S,Escitalopram,87.65,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
PEMGA-M TAB 10'S,Pregabalin + Methylcobalamin,105.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
SAFRENO-KETO TAB 10'S,Alpha Lipoic Acid + Methylcobalamin + Pyridoxine + Folic Acid,349.00,ARRIENT HEALTHCARE (MERAKUS)PRIVATE  LIM
EZITRIP TAB 10,Amitriptyline,25.40,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
BETPURE 24 OD TAB 10'S,Betahistine,159.37,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
EGLAF-D TAB,Glimepiride + Metformin,206.25,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
EGLAF-PLUS TAB 10,Alpha Lipoic Acid + Methylcobalamin + Pyridoxine + Folic Acid,178.13,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
BETPURE 16MG TAB 15'S,Betahistine,168.61,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ETZIC BETA TAB 10'S,Propranolol,77.81,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ARIANZ MD-10MG TAB 10'S,Aripiprazole,88.13,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ARIANZ MD-2.5MG TAB 10'S,Aripiprazole,40.31,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ARIANZ MD-7.5MG TAB 10'S,Aripiprazole,57.19,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ARIANZ MD-5MG TAB 10'S,Aripiprazole,46.87,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
DULTEX-20MG TAB 10'S,Duloxetine,74.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
DULTEX-30MG TAB 10'S,Duloxetine,111.56,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUDIVA OD-250MG TAB 10'S,Divalproex Sodium,95.50,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUPIP MD-15MG TAB 10'S,Olanzapine,113.44,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUSULPA-100MG TAB 10'S,Amisulpride,148.13,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUSULPA-200MG TAB 10'S,Amisulpride,217.50,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUSULPA-50MG TAB 10'S,Amisulpride,84.38,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ROXIENT-37.5MG TAB 10'S,Venlafaxine,314.06,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX 20MG TAB 10'S,Escitalopram,141.56,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX 5MG TAB 10'S,Atorvastatin,53.50,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ZERIPRAN-10MG TAB 10'S,Domperidone,136.87,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUDIVA OD 500MG TAB 10'S,Divalproex Sodium,155.62,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX 10MG TAB 10'S,Atorvastatin,96.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ROXIENT-12.5MG TAB 10'S,Hydrochlorothiazide,168.75,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ROXIENT-25MG TAB 10'S,Hydrochlorothiazide,234.38,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
REVYNERV TAB 10'S,Methylcobalamin + Alpha Lipoic Acid,223.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
FLUPSY TAB 10'S,Fluoxetine,75.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUPIP MD-10MG TAB 10'S,Olanzapine,103.13,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUPIP MD-5MG TAB 10'S,Olanzapine,69.38,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
BETPURE 8MG TAB 1*10'S,Betahistine,61.87,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ROXIENT PLUS-12.5MG TAB 10'S,Hydrochlorothiazide + Losartan,96.56,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ZERIPRAN-5MG TAB 10,Domperidone,97.50,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX PLUS 5 TAB,Escitalopram + Clonazepam,60.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX PLUS 10 TAB 10'S,Atorvastatin + Clopidogrel,76.88,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
TALOROX PLUS 20 TAB 10,Escitalopram + Clonazepam,146.25,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ROXIENT PLUS-25MG TAB,Venlafaxine + Clonazepam,154.68,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
NEUPIP 20 MG TAB 10,Olanzapine,145.31,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
EGLAF M TAB 1*10,Metformin + Glimepiride,155.71,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ETZIC LITE TAB 1*10,Escitalopram,128.90,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ETZIC 0.25 TAB 1*10,Clonazepam,50.53,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
ETZIC 0.5 TAB 1*10,Clonazepam,67.50,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
VALPURE CR 300 TAB 1*10,Sodium Valproate,65.00,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
VALPURE CR 500 TAB 1*10,Sodium Valproate,97.03,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
BETPURE 24 TAB 1*10,Betahistine,139.69,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
EGLAF-NT TAB 1*10,Nortriptyline + Pregabalin,169.68,ARRIENT HEALTHCARE (NEUROX)PRIVATE  LIM
OREPRIDE 25MG TAB 15'S,Itopride,162.42,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA-IT CAP 10'S,Rabeprazole + Itopride,257.81,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA-40MG DSR TAB 10'S,Rabeprazole + Domperidone,186.56,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA-ACE TAB 10'S,Rabeprazole + Aceclofenac,113.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
UROXYDA TAB 1*10TAB,Potassium Citrate + Magnesium Citrate + Vitamin B6,389.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RIFAORA 400MG TAB 10'S,Rifaximin,449.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
NEFUSA TAB 10'S,Nifedipine,86.62,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RIFAORA-550MG TAB 10'S,Rifaximin,611.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
UROXYDA-450MG TAB 10'S,Potassium Citrate,575.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
ALERCID M TAB 1*10,Montelukast + Levocetirizine,167.81,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
ALERCID TOTAL TAB 1*10,Montelukast + Fexofenadine,154.69,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
APIPURE SYP 200ML,Multivitamins + Minerals,164.06,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
DORUTIL TAB 1*10,Diclofenac,45.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
DORUTIL-SP TAB 1*10,Diclofenac + Serratiopeptidase,84.37,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
LAXERA SUSPENTION 200ML,Lactulose,194.06,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA 20MG TAB 1*10,Rabeprazole,103.13,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA DSR TAB 1*15,Rabeprazole + Domperidone,229.69,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
RABENDA PLUS TAB 1*10,Rabeprazole + Levosulpiride,225.00,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
ZEDOBACT-CL TAB 1*10,Cefuroxime + Clavulanic Acid,164.06,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
DIAPSIN SYP 200ML,Multivitamins + Antioxidants,145.40,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
OREGUT TAB 1*15'S,Probiotic Preparation,225.57,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
SOLPURE XT TAB 1*15,Calcium + Vitamin D3 + Minerals,280.30,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
EMISTAD MD TAB 1*10,Ondansetron,123.75,ARRIENT HEALTHCARE (ORENDA)PRIVATE  LIM
HANSAPLAST WASHPROOF 1*100 STRIPS,Adhesive bandage (waterproof medical device),300.00,BEIERSDORT INDIA PRIVATE.LIMITED
HANSAPLAST REGULAR 1*100 STRIPS,Adhesive bandage (medical device),234.38,BEIERSDORT INDIA PRIVATE.LIMITED
CLOTAWIN INJ 2ML,Hydroxocobalamin,26.28,BESTOCHEM FORMU.(SALUTE)
ABCEF-200 TAB 10'S,Cefixime,90.94,BESTOCHEM FORMU.(SALUTE)
DAY-5MG TAB 5'S,Levocetirizine,37.50,BESTOCHEM FORMU.(SALUTE)
FOTIA INJECTION 2500 1*1ML,Hydroxocobalamin,51.33,BESTOCHEM FORMU.(SALUTE)
BESTOGESIC KID TABS 10'S,Paracetamol,38.16,BESTOCHEM FORMU.(SALUTE)
BONFLOX SUSP.30ML.,Ofloxacin,40.46,BESTOCHEM FORMU.(SALUTE)
BESTOGESIC PLUS SUS 60ML,Paracetamol + Phenylephrine + Chlorpheniramine,60.05,BESTOCHEM FORMU.(SALUTE)
BONFLOX N SYP 30ML.,Norfloxacin,56.20,BESTOCHEM FORMU.(SALUTE)
BESTOGESIC FAST 650 TAB 10S,Paracetamol,16.69,BESTOCHEM FORMU.(SALUTE)
SVARN SAATHI SACHET 1*4GMS,NEEDS_VERIFICATION,13.31,BESTOCHEM FORMULATIONS
AB CEF 200 TAB 10,Cefixime,85.02,BESTOCHEM FORMULATIONS
CLOTAWIN T TAB 10'S,Hydroxocobalamin + Alpha Lipoic Acid + Folic Acid,268.13,BESTOCHEM FORMULATIONS
PREGNAVIT-L TAB 10'S,L-Methylfolate + Methylcobalamin + Pyridoxine,10.80,BESTOCHEM FORMULATIONS
BESTOFLOX 200MG TABS 10'S,Ofloxacin,40.95,BESTOCHEM FORMULATIONS
SISTAL FORTE TABS 10'S,Paracetamol,193.27,BESTOCHEM FORMULATIONS
T-FLOX SYP. 30ML,Ofloxacin,33.75,BESTOCHEM FORMULATIONS
FLUWEL TABS 10'S NR,Oseltamivir,100.78,BESTOCHEM FORMULATIONS
FH-12 TABS 10'S,Folic Acid + Iron + Vitamin B12,13.09,BESTOCHEM FORMULATIONS
PREGNAVIT CAPS 10'S (F),Iron + Folic Acid + Vitamin B12,84.88,BESTOCHEM FORMULATIONS
FUNGID TABS 1'S,Fluconazole,11.63,BESTOCHEM FORMULATIONS
BESTOGESIC PLUS 10'S,Paracetamol + Caffeine,70.31,BESTOCHEM FORMULATIONS
BIGVIN INJ. 1ML,Methylcobalamin,10.80,BESTOCHEM FORMULATIONS
BIGVIN PLUS INJ. 2ML,Methylcobalamin + Pyridoxine + Nicotinamide,24.12,BESTOCHEM FORMULATIONS
DORAN O TABS 10'S,Ofloxacin + Ornidazole,97.03,BESTOCHEM FORMULATIONS
DORAN O INJ. 2ML,Ondansetron,14.92,BESTOCHEM FORMULATIONS
BIG JOINT SACHET 3GM,Glucosamine + Chondroitin + Collagen Peptide,41.00,BESTOCHEM FORMULATIONS
BIGVIN PLUS CAPS 10'S,Methylcobalamin + Alpha Lipoic Acid + Pyridoxine + Folic Acid,93.48,BESTOCHEM FORMULATIONS
BIGVIN INJ. 2500 1ML,Methylcobalamin,55.95,BESTOCHEM FORMULATIONS
SISTAL PLUS CAPS 10'S,Diclofenac + Paracetamol + Chlorzoxazone,103.03,BESTOCHEM FORMULATIONS
BIGCEF 250MG 10'S,Cefuroxime,191.63,BESTOCHEM FORMULATIONS
BIGCEF 500MG 10'S,Cefuroxime,304.69,BESTOCHEM FORMULATIONS
RACE BASE-J SACHET 1GM,Racecadotril,31.83,BESTOCHEM FORMULATIONS
AZIBIG-100MG TAB 3'S,Azithromycin,16.24,BESTOCHEM FORMULATIONS
AZIBIG-250MG TAB 3'S,Azithromycin,66.68,BESTOCHEM FORMULATIONS
BELENO EZ CAP 10'S,Esomeprazole + Domperidone,165.00,BESTOCHEM FORMULATIONS
BIG-TUM INJ 1.5GM,Cefoperazone + Sulbactam,151.15,BESTOCHEM FORMULATIONS
BESTOFLOX N SUSP 30ML,Norfloxacin + Metronidazole,65.63,BESTOCHEM FORMULATIONS
CV-CEF 325,Cefixime + Clavulanic Acid,159.38,BESTOCHEM FORMULATIONS
MIKA-BEST 500 VIAL 2ML,Amikacin,76.65,BESTOCHEM FORMULATIONS
BESTOFLOX N TABS 10'S,Ofloxacin + Ornidazole,119.16,BESTOCHEM FORMULATIONS
FUNGID NC CREAM 15GM,Clotrimazole + Neomycin + Clobetasol,77.92,BESTOCHEM FORMULATIONS
BEST 3 TAB 10'S,Methylcobalamin + Alpha Lipoic Acid + Pyridoxine + Folic Acid,100.29,BESTOCHEM FORMULATIONS
C-SORA OINT.20 GM,Clobetasol Propionate + Salicylic Acid,111.38,BESTOCHEM FORMULATIONS
ASTA 4 SYP 100ML,Cyproheptadine + Multivitamins,66.73,BESTOCHEM FORMULATIONS
BESTOLYTE SACH 1*21GM.,Oral Rehydration Salts,16.93,BESTOCHEM FORMULATIONS
BESTOMYCIN SUSP.30 ML,Erythromycin,74.80,BESTOCHEM FORMULATIONS
GYNABEST TAB 10'S,Multivitamins + Multiminerals + Antioxidants,46.03,BESTOCHEM FORMULATIONS
BELENO EZ SYP 200ML.,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,138.43,BESTOCHEM FORMULATIONS
FUNGID 50 TAB 1'S,Fluconazole,10.26,BESTOCHEM FORMULATIONS
CV CEF 162 10'S,Cefixime + Clavulanic Acid,164.06,BESTOCHEM FORMULATIONS
BIGCEF CV 625MG 10S,Cefuroxime + Clavulanic Acid,234.38,BESTOCHEM FORMULATIONS
BESTOMYCIN DS SYP 30ML.,Erythromycin,88.58,BESTOCHEM FORMULATIONS
AB-CEF O DRY SYP 30ML.,Cefixime + Ofloxacin,79.62,BESTOCHEM FORMULATIONS
SISTAL AP TAB 10'S,Aceclofenac + Paracetamol,89.06,BESTOCHEM FORMULATIONS
NORMALEX TABS,Multivitamins + Minerals (laxative support variants exist),93.75,BESTOCHEM FORMULATIONS
BIG JOINT H GR,Glucosamine + Chondroitin + Collagen Peptide,59.83,BESTOCHEM FORMULATIONS
BESTOZINC TAB 15 S,Zinc Sulphate,122.00,BESTOCHEM FORMULATIONS
BESTOZINC SYRUP 200ML,Zinc Sulphate,133.50,BESTOCHEM FORMULATIONS
COLISPAS PAD DROP 10ML,Dicyclomine + Simethicone,43.18,BESTOCHEM FORMULATIONS
ORDOM CAP 15'S,Omeprazole + Domperidone,87.13,BESTOCHEM FORMULATIONS
AHB-15,NEEDS_VERIFICATION,133.41,BESTOCHEM FORMULATIONS
CHERRY BEST SYRUP 100ML,Cyproheptadine + Lysine + Multivitamins,74.77,BESTOCHEM FORMULATIONS
CALCIBEST-60K 4S,Cholecalciferol,74.16,BESTOCHEM FORMULATIONS
BIOGNIDE -ISR TAB 10,Gliclazide,34.75,BIOGENOMICS LIMITED
BIOGNIDE GV 1 TAB 10,Glimepiride + Voglibose,127.50,BIOGENOMICS LIMITED
BIOGNIDE GV 2 TAB 1*10,Glimepiride + Voglibose,169.69,BIOGENOMICS LIMITED
ROSNANO 10MG TAB 10'S,Rosuvastatin,140.63,BIOGENOMICS LIMITED
GARCIBIO CAP 30S,Garcinia Cambogia Extract,750.00,BIOGENOMICS LIMITED
COBALFINE TAB,Methylcobalamin + Vitamins,196.88,BIOGENOMICS LIMITED
BIOGNIDE-T,Gliclazide + Teneligliptin,127.50,BIOGENOMICS LIMITED
COBALFINE 6G TAB 15'S,Methylcobalamin + Vitamins,330.00,BIOGENOMICS LIMITED
COBALFINE FP POWDER JAR 150G,Protein Hydrolysate + Vitamins + Minerals,379.00,BIOGENOMICS LIMITED
P-PPI L TAB,Pantoprazole + Levosulpiride,131.25,BLUE CROSS LABS LTD (GOLD CROS
MEFTAGESIC P DT 10'S,Paracetamol,30.00,BLUE CROSS LABS LTD (GOLD CROS
MEFTAGESIC DS SUSP. 100ML,Mefenamic Acid,76.87,BLUE CROSS LABS LTD (GOLD CROS
MEFTAGESIC P SYP 60ML.,Mefenamic Acid + Paracetamol,48.75,BLUE CROSS LABS LTD (GOLD CROS
LIPONORM 10MG.TABS,Atorvastatin,52.50,BLUE CROSS LABS LTD (GOLD CROS
DOLOSTAT PC TAB,Paracetamol + Caffeine,30.00,BLUE CROSS LABS LTD (GOLD CROS
LEK 500 TABS,Levofloxacin,61.27,BLUE CROSS LABS LTD (GOLD CROS
KOLQ + TABS 15'S,Calcium + Vitamin D3 + Minerals,56.25,BLUE CROSS LABS LTD (GOLD CROS
CEDON P DRY SYP.,Cefpodoxime Proxetil,59.53,BLUE CROSS LABS LTD (GOLD CROS
KOLQ SYP.60 ML,Dill Oil + Fennel Oil + Simethicone,56.25,BLUE CROSS LABS LTD (GOLD CROS
AZIBEST 250MG. TABS,Azithromycin,71.25,BLUE CROSS LABS LTD (GOLD CROS
AZIBEST 500MG. TABS 3'S,Azithromycin,119.06,BLUE CROSS LABS LTD (GOLD CROS
BLUDROX 250 DT TABS,Cefadroxil,37.03,BLUE CROSS LABS LTD (GOLD CROS
BLUDROX 500 TABS,Cefadroxil,41.25,BLUE CROSS LABS LTD (GOLD CROS
CEDON 50 DT TABS,Cefpodoxime Proxetil,82.50,BLUE CROSS LABS LTD (GOLD CROS
CEDON 200MG TABS,Cefpodoxime Proxetil,173.44,BLUE CROSS LABS LTD (GOLD CROS
KOLQ VAPO INH. CAPS,Menthol + Camphor + Eucalyptus Oil,38.44,BLUE CROSS LABS LTD (GOLD CROS
AZIBEST 100MG.DT TABS 3'S,Azithromycin,15.94,BLUE CROSS LABS LTD (GOLD CROS
SONADERM NM CREAM 20GM,Mometasone + Neomycin,91.87,BLUE CROSS LABS LTD (GOLD CROS
CEDON- DROPS 10ML,Cefpodoxime Proxetil,98.43,BLUE CROSS LABS LTD (GOLD CROS
SONADERM NM CR. 15GM,Mometasone + Neomycin,91.88,BLUE CROSS LABS LTD (GOLD CROS
DOLOSTAT SP TAB 10'S,Aceclofenac + Paracetamol + Serratiopeptidase,55.31,BLUE CROSS LABS LTD (GOLD CROS
MEFTAGESIC TAB 10'S,Mefenamic Acid,43.12,BLUE CROSS LABS LTD (GOLD CROS
MEGO XL INJ 2ML.,Methylcobalamin,31.88,BLUE CROSS LABS LTD (GOLD CROS
P-RD CAP 10'S,Pantoprazole + Domperidone,82.50,BLUE CROSS LABS LTD (GOLD CROS
R-RD CAP 10'S,Rabeprazole + Domperidone,75.00,BLUE CROSS LABS LTD (GOLD CROS
KOLQ ORAL DROPS,Dill Oil + Fennel Oil + Simethicone,36.56,BLUE CROSS LABS LTD (GOLD CROS
R-PPI 20 TAB 10'S,Rabeprazole,34.69,BLUE CROSS LABS LTD (GOLD CROS
P-PPI 40 TAB 15'S,Pantoprazole,60.93,BLUE CROSS LABS LTD (GOLD CROS
OME-PPI 20 CAP 10'S,Omeprazole,22.69,BLUE CROSS LABS LTD (GOLD CROS
